Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	tree_length
0	-927.4359	-1070.212	142.7758	2.077854	1.090154	0.6183446
6	-930.0365	-1072.499	142.4622	1.896801	1.675116	0.6882898
12	-927.845	-1070.546	142.701	2.037746	1.171281	0.7028376
18	-926.8873	-1069.738	142.8509	2.072643	0.9766805	0.7028376
24	-928.9298	-1071.62	142.6906	2.096632	1.093732	0.7389262
30	-924.6269	-1067.459	142.8318	2.056523	1.006402	0.7117529
36	-920.4307	-1063.111	142.6805	1.982417	1.188376	0.7944827
42	-917.9788	-1060.796	142.8175	1.949238	1.050869	0.8239673
48	-925.5219	-1068.794	143.2719	1.881868	0.7746757	0.6910601
54	-921.8487	-1064.453	142.6045	2.119807	1.263004	0.5167879
60	-919.6423	-1062.755	143.1131	2.140026	0.7408548	0.4812041
66	-915.5813	-1058.723	143.142	2.164594	0.6893094	0.4227118
72	-915.7411	-1058.712	142.9712	2.292174	0.7285198	0.4474622
78	-914.3267	-1057.109	142.7823	2.267289	0.8894034	0.3856126
84	-915.8455	-1058.687	142.8416	2.304276	0.7750515	0.3396522
90	-919.825	-1062.627	142.8019	2.505958	0.6415321	0.328973
96	-913.5623	-1056.26	142.6977	2.224792	1.00523	0.3754032
102	-918.011	-1060.111	142.0999	2.435463	1.431061	0.3516901
108	-915.7136	-1058.049	142.3356	2.403739	1.166344	0.3365636
114	-918.7703	-1061.003	142.2332	2.394463	1.256511	0.3063027
120	-918.9601	-1061.385	142.4246	2.394463	1.097843	0.3560047
126	-916.3445	-1058.858	142.5132	2.15079	1.33689	0.4898493
132	-914.6267	-1057.719	143.0922	1.986811	0.8315092	0.7049142
138	-914.4625	-1057.517	143.0548	1.911154	0.9471422	0.6810429
144	-924.3764	-1067.034	142.6573	1.904676	1.120487	0.9807261
150	-922.4427	-1065.195	142.7524	1.834369	1.009408	1.060397
156	-917.9388	-1060.98	143.0416	1.608957	1.055365	0.9523037
162	-920.7502	-1064.216	143.4657	1.697566	0.5348369	1.069491
168	-914.6008	-1057.608	143.0075	1.528659	0.7214166	1.377985
174	-915.0162	-1057.51	142.494	2.33698	1.116839	0.4021839
180	-923.3935	-1066.284	142.8906	1.717824	1.025478	1.024333
186	-929.25	-1072.001	142.7508	1.827977	1.094014	0.9885302
192	-927.4587	-1069.695	142.2362	2.462834	1.253009	0.3803366
198	-922.0334	-1064.411	142.3781	2.468839	1.042016	0.3286977
204	-909.7998	-1052.844	143.0442	1.716058	0.9977258	0.8942722
210	-917.3687	-1060.078	142.7088	1.682187	1.301836	0.9947607
216	-917.833	-1060.662	142.8291	1.530348	1.142386	1.152894
222	-915.6549	-1058.945	143.2897	1.567994	0.6075452	1.242521
228	-912.1672	-1054.505	142.3373	1.663589	1.450914	1.242521
234	-917.2807	-1059.892	142.611	1.723726	1.221977	1.112174
240	-921.6535	-1064.275	142.6216	1.699737	1.237708	1.112174
246	-920.9545	-1063.811	142.8561	1.699737	1.082624	1.022034
252	-917.2853	-1059.5	142.2151	1.859198	1.666905	1.039652
258	-930.7543	-1073.59	142.8356	1.943803	1.16457	0.6338183
264	-924.3493	-1066.519	142.1694	2.130156	1.806491	0.6338183
270	-932.866	-1075.538	142.6725	2.254648	1.033724	0.4530236
276	-922.4224	-1065.125	142.7021	2.158486	1.105889	0.4648154
282	-927.2047	-1069.311	142.1062	2.323328	1.651344	0.4648154
288	-930.6171	-1072.575	141.9576	2.456316	1.651344	0.4105921
294	-934.8692	-1077.313	142.4441	2.131512	1.394845	0.660963
300	-936.9981	-1079.626	142.6279	2.240862	1.024379	0.7148446
306	-924.5866	-1067.428	142.8419	2.096334	1.024379	0.5377353
312	-936.2375	-1078.616	142.378	1.984675	1.601662	0.7634944
318	-936.1438	-1078.167	142.0229	1.916247	1.601662	1.20226
324	-936.5596	-1078.897	142.3372	1.885693	1.655119	0.8936622
330	-928.0722	-1070.763	142.6905	1.993853	1.207009	0.7403209
336	-927.955	-1070.612	142.6568	1.947591	1.346328	0.6795699
342	-923.2543	-1066.231	142.9767	2.000965	0.9367082	0.6795699
348	-924.356	-1066.872	142.5163	1.929224	1.487039	0.7627088
354	-926.0058	-1069.063	143.0571	1.861349	0.929004	0.7860049
360	-928.9599	-1071.982	143.0222	1.817788	0.948316	0.8602414
366	-931.6035	-1074.465	142.8611	1.990016	1.048991	0.70418
372	-940.9617	-1083.504	142.542	1.801101	1.568343	0.8218215
378	-933.5569	-1076.465	142.9079	1.72099	1.134187	0.8956221
384	-934.8122	-1077.487	142.6748	1.635921	1.509622	0.9101575
390	-931.2641	-1074.055	142.7914	1.873302	1.130072	0.8583353
396	-922.8617	-1065.912	143.0504	1.897513	0.9228886	0.7531688
402	-932.7356	-1075.59	142.8539	1.625566	1.117106	1.064517
408	-929.9419	-1072.223	142.2813	1.855414	1.660024	0.9824776
414	-925.1292	-1067.469	142.3398	1.759219	1.631809	1.038825
420	-929.5529	-1072.545	142.9919	1.691073	1.090747	0.8795833
426	-924.5905	-1067.356	142.7658	1.758319	1.152127	0.9899572
432	-930.1859	-1072.767	142.5811	1.667596	1.291336	1.137099
438	-937.285	-1079.81	142.5245	1.593507	1.501342	1.10783
444	-922.1444	-1065.18	143.0352	1.56676	0.9131583	1.13746
450	-920.1413	-1063.052	142.9104	1.663954	1.0556	1.028988
456	-921.4453	-1064.28	142.8344	1.879504	1.054608	0.8834643
462	-920.0376	-1063.445	143.4077	1.691091	0.7608836	0.800395
468	-922.6919	-1066.064	143.3717	1.801302	0.7168533	0.7740992
474	-926.0147	-1069.554	143.5396	1.833946	0.5853996	0.7449495
480	-919.5117	-1062.232	142.7204	1.9328	1.174383	0.8233273
486	-920.6329	-1062.614	141.9816	1.954054	2.041906	0.9433941
492	-923.7131	-1065.602	141.8894	1.999541	2.1241	0.9433941
498	-919.892	-1061.965	142.0732	1.863547	2.010327	0.9614898
504	-915.571	-1057.92	142.3487	2.185777	1.482793	0.5990531
510	-919.149	-1062.011	142.8622	2.305573	0.7771617	0.3694458
516	-920.3345	-1063.606	143.2711	2.095861	0.6483571	0.5658576
522	-928.8663	-1071.469	142.6029	2.104135	1.251741	0.626059
528	-934.6967	-1077.734	143.0368	2.086391	0.8509702	0.4958074
534	-937.8409	-1080.487	142.6459	2.114603	1.220052	0.5194928
540	-943.9938	-1086.271	142.2776	2.167726	1.518576	0.7278301
546	-935.7637	-1078.278	142.5142	1.817217	1.512237	0.8847281
552	-930.8469	-1073.758	142.9114	1.766018	1.168251	0.7988526
