Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	tree_length
0	-938.2796	-1081.401	143.1218	0.0415081	0.0112603	0.000979296	0.000398164	0.00109883	0.00135094	0.00579145	0.00241277	0.0107431	0.0121226	0.000915947	0.00623096	0.000116716	0.00559536	0.000170315	0.00766589	0.00203268	0.0102676	0.0115469	0.00014376	0.0126608	0.00096363	0.00729533	0.000830964	0.000840896	0.000673082	0.000248788	0.00444383	0.00829645	0.0147266	0.0165051	0.00107197	0.000343249	0.00256061	0.00221898	0.00383531	0.00531914	0.0174125	0.00391633	0.00393617	0.0041172	0.00848503	0.00145868	0.00457016	0.00132776	0.0138107	0.0224374	0.0232546	0.0106428	0.0156068	0.0449874	0.00484222	0.010008	0.0567782	0.0100769	0.000443204	0.00112676	0.0491848	0.0139865	0.0103422	0.000290805	0.0100383	0.00378917	0.00194645	0.00771394	0.0491938	0.0169643	0.00607096	0.00103423	0.00753633	0.000873777	0.0010758	0.0212349	0.0795506	0.000870656	0.026765	0.0023717	0.00885476	0.00661874	0.00333701	0.000753366	0.0261282	0.0112324	0.00883886	0.00512096	0.826084	1.2087	0.076123	0.284782	0.6758	1.47973	3.51146	13.1366	1.862195	0.8201386	0.0484826	0.0131523	0.00114385	0.000465066	0.00128346	0.00157794	0.00676458	0.00281818	0.0125483	0.0141596	0.00106985	0.00727794	0.000136328	0.00653554	0.000198932	0.00895397	0.00237422	0.0119928	0.0134871	0.000167916	0.0147881	0.00112555	0.00852115	0.00097059	0.00098219	0.000786179	0.000290591	0.00519051	0.00969049	0.0172011	0.0192784	0.00125209	0.000400924	0.00299087	0.00259183	0.00447975	0.0062129	0.0203383	0.00457438	0.00459756	0.004809	0.00991075	0.00170378	0.00533808	0.00155086	0.0161313	0.0262075	0.027162	0.0124311	0.0182292	0.0525466	0.00565585	0.0116896	0.0663185	0.0117702	0.000517675	0.00131608	0.0574492	0.0163366	0.01208	0.000339668	0.011725	0.00442586	0.00227351	0.0090101	0.0574598	0.0198148	0.00709105	0.00120801	0.00880264	0.0010206	0.00125657	0.024803	0.0929173	0.00101695	0.0312623	0.00277022	0.0103426	0.00773087	0.00389772	0.000879953	0.0305185	0.0131197	0.010324	0.00598142	0.8561439
36	-935.9443	-1078.896	142.9516	0.0291361	0.00873572	0.0102931	0.000903773	0.00155823	0.0013642	0.00129269	0.00339759	0.0033202	0.0117262	0.000647754	0.00375287	0.00147794	0.000839539	0.000551384	0.00359764	0.00147996	0.00167852	0.00106135	0.001609	0.00149282	0.00111037	0.0045101	0.00136849	0.000137719	0.00324561	0.00141446	0.00333159	0.0146436	0.00525067	0.00231467	0.00204413	0.000111259	0.000534128	0.00238079	0.00208231	0.00334174	0.00127025	0.00365032	0.00212711	0.000278974	0.0033682	0.00210578	0.00266239	0.00249308	0.00114987	0.00313545	0.00377428	0.0106459	0.0109891	0.0253617	0.00285191	0.00206844	0.00345819	0.00815688	0.0051949	0.00126926	0.00719365	0.0108465	0.0012325	0.000436969	0.0207047	0.0353241	0.00124834	0.00530051	0.00209647	0.0118856	0.000354322	0.000433927	0.00339842	0.00334724	0.00521592	0.0201592	0.000949537	0.00201146	0.0188659	0.00814748	0.00128853	0.00190325	0.00891935	0.0151027	0.0035073	0.0115596	0.00689043	0.000841814	0.78767	1.2548	0.042731	0.214887	0.618959	1.61562	4.65361	23.4022	2.279714	0.753273	0.0657824	0.0197232	0.0232394	0.00204051	0.00351813	0.00308004	0.00291859	0.00767096	0.00749624	0.026475	0.00146248	0.00847311	0.00333684	0.00189548	0.0012449	0.00812262	0.00334139	0.00378971	0.00239628	0.00363275	0.00337043	0.00250694	0.0101827	0.00308973	0.000310937	0.00732783	0.00319351	0.00752196	0.0330618	0.0118548	0.00522597	0.00461516	0.000251196	0.00120593	0.00537526	0.00470138	0.00754486	0.00286793	0.00824156	0.00480251	0.000629857	0.00760462	0.00475435	0.00601104	0.00562878	0.00259615	0.00707912	0.00852143	0.0240359	0.0248109	0.0572607	0.00643895	0.00467005	0.00780778	0.0184163	0.0117289	0.00286569	0.0162416	0.0244888	0.00278269	0.000986573	0.0467464	0.0797536	0.00281845	0.0119673	0.00473334	0.026835	0.000799975	0.000979705	0.00767283	0.00755729	0.0117763	0.0455148	0.00214383	0.00454141	0.0425947	0.0183951	0.00290921	0.0042971	0.0201378	0.0340983	0.00791866	0.0260988	0.015557	0.00190062	0.4429159
72	-927.3711	-1070.134	142.7633	0.00442008	0.0107911	0.00183088	0.00115727	0.000850131	0.00120198	0.00195552	0.00540252	0.00536834	0.00765039	0.00185087	0.0048358	0.00127076	0.00807363	0.00114032	0.00446923	0.00182755	0.00216288	0.00369812	0.0018465	0.00378359	0.00461132	0.00933497	0.000358248	0.00346008	0.00379925	0.0009071	0.00144963	0.0188691	0.00485742	0.00298259	0.00307942	0.00169034	0.00218437	0.000259274	0.00530725	0.00114202	0.00574854	0.008652	0.0017298	0.0049936	0.00535107	0.000974237	0.00557981	0.000893032	0.00139931	0.000814114	0.00408343	0.0161225	0.011889	0.0385629	0.00351273	0.00598846	0.00234407	0.00678598	0.0117465	0.00752413	0.00165442	0.0260238	0.00659597	0.00336223	0.03008	0.0513092	0.0026047	0.00610916	0.00146545	0.0144429	0.00367202	0.00112112	0.00500426	0.00568732	0.00226114	0.0214281	0.00131242	0.00628785	0.0173827	0.00901649	0.0025224	0.00176767	0.0162405	0.0222058	0.000970808	0.00967292	0.00248594	0.000693857	0.934847	1.07818	0.0507268	0.233637	0.635326	1.574	4.28015	19.7134	2.155686	1.040469	0.00792191	0.0193404	0.00328141	0.00207412	0.00152365	0.00215425	0.00350479	0.0096827	0.00962143	0.0137115	0.00331723	0.00866699	0.00227753	0.01447	0.00204374	0.00801001	0.00327544	0.00387643	0.00662797	0.00330939	0.00678116	0.00826467	0.0167306	0.000642071	0.00620136	0.00680923	0.00162576	0.00259811	0.0338183	0.00870574	0.00534556	0.00551911	0.00302951	0.00391495	0.000464685	0.00951195	0.00204679	0.0103028	0.0155066	0.00310024	0.0089498	0.00959049	0.00174608	0.0100004	0.00160054	0.00250791	0.0014591	0.00731856	0.0288956	0.0213081	0.0691146	0.00629571	0.0107328	0.00420118	0.0121622	0.0210527	0.0134852	0.00296514	0.0466412	0.0118217	0.00602598	0.053911	0.0919592	0.00466828	0.0109492	0.00262646	0.0258854	0.0065812	0.00200934	0.00896891	0.0101931	0.00405254	0.0384047	0.0023522	0.0112694	0.0311543	0.0161598	0.00452079	0.00316812	0.0291071	0.0397984	0.00173994	0.0173363	0.00445544	0.00124357	0.5579562
108	-928.1656	-1070.74	142.5742	0.0238418	0.00586123	0.0014355	0.00146479	0.000807049	0.000968141	0.00201172	0.00424553	0.00741677	0.00048058	0.00126775	0.00167799	0.00101379	0.00279494	0.00264438	0.00544777	0.00325897	0.00258234	0.000922174	0.00133855	0.0110287	0.00137752	0.00774724	0.00132358	0.000334099	0.00163883	0.00113405	0.00637868	0.0302885	0.000862647	0.00657307	0.00328785	0.000243556	0.00243307	0.000960526	0.00221306	0.000640196	0.0040557	0.00833467	0.00101509	0.00536568	0.00410465	0.00180764	0.00473502	0.00335954	0.000666336	0.00126138	0.0026823	0.0136144	0.0141415	0.0250978	0.00150709	0.00354013	0.00244781	0.0027537	0.004632	0.00374667	0.00651837	0.00954471	0.00556013	0.000733907	0.0262267	0.0571166	0.00383333	0.00924257	0.000467141	0.0119469	0.00238088	0.00183509	0.00854767	0.00881168	0.00364544	0.0172208	0.000700486	0.00115438	0.0119724	0.0122344	0.00124832	0.00423099	0.00514428	0.0320643	0.00369615	0.00291277	0.0030221	8.03559e-05	1.01137	0.986357	0.0491856	0.230147	0.63235	1.5814	4.34504	20.3311	2.177994	1.230429	0.0466654	0.0114722	0.0028097	0.00286702	0.00157963	0.00189494	0.00393753	0.00830976	0.0145168	0.000940637	0.00248136	0.00328432	0.00198429	0.00547052	0.00517583	0.0106629	0.00637876	0.00505441	0.00180497	0.00261994	0.0215865	0.00269621	0.0151636	0.00259063	0.00065393	0.00320768	0.00221967	0.012485	0.0592836	0.00168846	0.0128655	0.00643531	0.000476711	0.00476223	0.00188003	0.00433162	0.00125305	0.00793822	0.0163134	0.00198684	0.0105022	0.00803402	0.00353808	0.00926784	0.00657561	0.00130422	0.00246889	0.00525006	0.0266475	0.0276791	0.0491238	0.00294982	0.00692908	0.00479109	0.0053898	0.00906619	0.00733334	0.0127584	0.0186818	0.0108828	0.00143647	0.0513335	0.111794	0.00750296	0.0180904	0.000914333	0.0233836	0.00466009	0.00359181	0.0167303	0.0172471	0.0071352	0.0337062	0.00137106	0.00225946	0.0234335	0.0239464	0.00244333	0.0082813	0.0100689	0.0627593	0.00723446	0.00570115	0.00591515	0.00015728	0.5109089
144	-922.6643	-1065.768	143.1032	0.0267928	0.00559058	0.00331538	0.00546952	0.00258444	0.000141189	0.00362439	0.00527558	0.00979031	0.00606996	0.00254188	0.00268725	0.00256552	0.000322585	0.00372394	0.00285794	0.0020486	0.00503309	6.21416e-05	0.00109113	0.000900912	0.00511001	0.00924449	0.00317658	0.000221673	0.00201575	0.00104331	0.00786391	0.0254108	0.00847302	0.00242674	0.00344222	0.000395159	0.00323538	0.000290457	0.0120389	0.00207291	0.00800106	0.0054323	0.00609853	0.00298541	0.00510053	0.00283587	0.00497449	0.00173544	0.00180305	0.0141033	0.00107026	0.00812478	0.0229614	0.0242869	0.00535779	0.00225563	0.00117766	0.00200833	0.0125486	0.00798528	0.0141899	0.00848185	0.00712121	0.00154697	0.0289739	0.0232947	0.0070529	0.0161461	0.000168553	0.0104992	0.00260789	0.00228032	0.00488995	0.0118486	0.00619837	0.00930444	0.00144509	0.00187634	0.0160329	0.0102737	0.000223572	0.00664325	0.00621036	0.0271763	0.00458729	0.0147943	0.00480913	0.00436065	0.868635	1.15764	0.0668866	0.267371	0.662629	1.50914	3.74012	14.9507	1.955725	0.9004213	0.0467724	0.00975949	0.00578768	0.00954816	0.00451167	0.000246475	0.00632712	0.0092096	0.017091	0.0105963	0.00443738	0.00469113	0.00447863	0.000563138	0.0065009	0.00498911	0.00357625	0.00878628	0.000108481	0.00190479	0.00157273	0.00892057	0.0161381	0.00554537	0.000386976	0.0035189	0.00182131	0.013728	0.0443598	0.0147914	0.00423637	0.0060091	0.00068983	0.00564801	0.000507051	0.0210164	0.00361869	0.0139675	0.00948319	0.0106462	0.00521163	0.00890401	0.00495059	0.00868398	0.00302956	0.00314759	0.0246202	0.00186836	0.0141835	0.0400838	0.0423978	0.00935311	0.00393767	0.00205584	0.00350595	0.0219062	0.0139399	0.0247713	0.0148068	0.0124315	0.00270055	0.0505798	0.0406656	0.0123123	0.0281863	0.000294243	0.0183284	0.00455261	0.00398076	0.0085364	0.0206842	0.0108205	0.0162428	0.0025227	0.00327554	0.0279888	0.0179349	0.000390291	0.0115971	0.0108415	0.0474417	0.00800805	0.0258264	0.00839531	0.0076124	0.572835
180	-924.5176	-1067.465	142.9478	0.0221572	0.00965828	0.00781667	0.00515856	0.00370447	0.000718646	0.00707861	0.00986055	0.00158482	0.00649063	0.00207939	0.00212167	0.0048474	0.00425274	0.000856	0.00122379	0.00611192	0.00104417	0.00661111	0.00211045	0.00214515	0.00168371	0.0062195	0.000267677	0.00305073	0.00153972	0.00291076	0.00795098	0.0152726	0.00550041	0.00299389	0.000250487	6.69613e-05	0.00421925	0.00414791	0.00496386	0.00554464	0.00913217	0.00234923	0.00565028	0.00115845	0.010091	0.00140942	0.000725985	0.000775505	0.00420858	0.0218852	0.0170304	0.00168509	0.00224645	0.0407577	0.00533635	0.0117579	0.0301059	0.0189054	0.000836897	0.00439165	0.0253147	0.00127964	0.00141165	9.74668e-05	0.00718482	0.019463	0.00221024	0.00963453	0.00245203	0.00517636	0.00674266	0.00566463	0.0148905	0.0124318	0.00375753	0.0375881	0.0526783	0.00815962	0.0159485	0.000844974	0.00104894	0.0111742	0.0157561	0.0144072	0.00300147	0.0110138	0.0037097	0.00300972	0.897683	1.12278	0.0615515	0.256749	0.654301	1.52835	3.89486	16.2466	2.01583	0.9594216	0.0335356	0.0146181	0.0118308	0.00780764	0.00560682	0.00108769	0.0107137	0.0149242	0.00239867	0.00982376	0.00314722	0.00321122	0.00733668	0.00643666	0.00129558	0.00185224	0.00925057	0.00158039	0.0100061	0.00319424	0.00324675	0.00254834	0.0094134	0.000405137	0.00461737	0.00233041	0.00440552	0.012034	0.0231156	0.00832504	0.00453134	0.00037912	0.000101348	0.00638596	0.00627799	0.00751295	0.00839198	0.0138218	0.00355563	0.00855187	0.00175335	0.015273	0.0021332	0.0010988	0.00117375	0.00636981	0.0331239	0.025776	0.00255043	0.00340007	0.0616879	0.00807672	0.0177959	0.0455662	0.0286139	0.00126667	0.00664689	0.0383146	0.00193677	0.00213657	0.000147519	0.0108744	0.0294578	0.00334527	0.0145822	0.00371122	0.00783458	0.0102052	0.00857359	0.0225372	0.0188159	0.00568714	0.0568908	0.0797302	0.0123498	0.0241385	0.00127889	0.0015876	0.0169125	0.0238473	0.0218057	0.00454282	0.0166697	0.00561474	0.0045553	0.6607071
216	-929.8229	-1071.808	141.9851	0.0441046	0.014858	0.0105577	0.00382721	0.00110621	0.00258582	0.00919194	0.00199664	0.00564031	0.00956788	0.00682545	0.00109493	0.00688519	0.00656748	0.000189045	0.00362777	0.0109884	0.000539644	0.00920593	0.00370089	0.0030199	0.00600698	0.0121258	0.00131707	0.0055055	0.00141804	0.00240281	0.0042862	0.0297509	0.00625696	0.00626089	0.000507842	0.000735015	0.0042316	0.00747108	0.00837283	0.00227552	0.012821	0.00623211	0.00822787	0.00495473	0.00820417	0.00416217	0.00542636	0.000433101	0.00420375	0.0251868	0.00881884	0.0100034	0.00310177	0.0896927	0.00485357	0.00146973	0.0346136	0.0128629	0.00404918	0.00756304	0.0125351	0.00108855	0.00566636	0.000212829	0.0195672	0.00682811	0.00366238	0.00681964	0.0122343	0.00943441	0.00630676	0.00521575	0.00511929	0.00286762	0.00218622	0.0313975	0.0718141	0.00492767	0.02604	0.00437341	0.00117792	0.0154831	0.0134823	0.0213071	0.00306517	0.00611338	0.00977298	0.000958226	1.24819	0.702171	0.0625556	0.258783	0.655914	1.52459	3.86424	15.9858	2.004129	2.13314	0.053685	0.0180854	0.0128511	0.00465856	0.0013465	0.00314751	0.0111886	0.00243035	0.00686549	0.0116462	0.00830807	0.00133278	0.00838079	0.00799407	0.000230109	0.00441579	0.0133753	0.000656865	0.0112056	0.00450479	0.00367588	0.00731182	0.0147597	0.00160317	0.0067014	0.00172607	0.00292475	0.00521725	0.0362134	0.0076161	0.00762088	0.000618155	0.000894676	0.00515079	0.00909395	0.0101916	0.00276981	0.0156059	0.00758584	0.0100151	0.006031	0.00998628	0.00506628	0.00660508	0.000527179	0.00511689	0.0306579	0.0107345	0.0121763	0.00377553	0.109176	0.00590786	0.00178898	0.0421324	0.0156569	0.00492874	0.00920588	0.015258	0.00132501	0.00689721	0.00025906	0.0238176	0.00831131	0.00445792	0.00830101	0.0148918	0.0114837	0.00767671	0.00634871	0.0062313	0.00349052	0.00266111	0.0382177	0.0874136	0.00599806	0.0316964	0.0053234	0.00143379	0.0188463	0.016411	0.0259355	0.00373099	0.00744133	0.0118959	0.00116637	0.8215442
252	-920.0283	-1062.461	142.4331	0.0146953	0.0173038	0.011193	0.000689266	0.00247713	0.00156702	0.00288264	0.0125227	0.00813832	0.00309218	0.000494923	0.00306626	0.000371501	0.0042613	0.000291081	0.000224666	0.00446458	0.000836958	0.0003529	0.000794255	0.00251856	0.00469664	0.00579639	0.00309914	0.00296585	6.5031e-05	6.18137e-05	0.0046317	0.0408497	0.00415597	0.00180968	0.00103306	0.00381166	0.00371854	0.00317708	0.00150612	0.00215176	0.00742048	0.0135054	0.0078675	0.00724497	0.00709386	0.00272661	0.00837849	0.0012643	0.000417097	0.00745761	0.00367219	0.0230225	0.0239419	0.0440526	0.00188691	0.000879738	0.00217047	0.00272209	0.0272111	0.00973778	0.0418334	0.0226969	0.00230233	0.00192289	0.0334745	0.0601145	0.00222952	0.0301179	0.0062882	0.00793052	0.00283869	0.00039716	0.00488779	0.0116418	0.00391606	0.00876621	0.00402511	0.00356851	0.00544502	0.00261522	0.0034208	0.00430427	0.00818836	0.0844869	0.00597773	0.00464357	0.0239969	0.00212925	1.09886	0.881366	0.0630182	0.259715	0.65665	1.52288	3.85038	15.8684	1.998803	1.496125	0.0190206	0.0223968	0.0144874	0.000892136	0.00320621	0.00202824	0.00373108	0.0162084	0.0105336	0.00400229	0.000640592	0.00396874	0.000480844	0.00551552	0.000376755	0.000290792	0.00577863	0.0010833	0.000456768	0.00102803	0.00325984	0.00607899	0.00750243	0.0040113	0.00383878	8.41714e-05	8.00071e-05	0.00599494	0.0528729	0.00537919	0.00234232	0.00133712	0.00493353	0.00481301	0.00411218	0.00194942	0.00278508	0.00960453	0.0174804	0.0101831	0.00937736	0.00918177	0.00352913	0.0108445	0.00163642	0.00053986	0.00965259	0.00475302	0.0297987	0.0309887	0.0570185	0.00244228	0.00113867	0.0028093	0.00352327	0.0352201	0.0126039	0.0541461	0.0293772	0.00297996	0.00248885	0.0433269	0.0778079	0.00288572	0.0389824	0.00813898	0.0102647	0.00367419	0.000514055	0.0063264	0.0150683	0.00506867	0.0113463	0.00520981	0.00461882	0.00704763	0.00338495	0.00442763	0.00557113	0.0105984	0.109354	0.00773713	0.0060103	0.0310598	0.00275595	0.7726022
288	-926.3918	-1069.345	142.953	0.0489853	0.0137127	0.0130658	0.00238754	0.00707908	0.00156575	0.000588078	0.0158607	0.00787793	0.0071235	0.00218625	0.00769203	0.00221162	0.00468318	0.000230535	0.00258711	0.00877854	0.000637568	0.00569919	0.0079289	0.00564381	0.00147344	0.00475166	0.00312714	0.00266856	0.000987433	0.00316967	0.00636539	0.032295	0.00644821	0.0031876	0.000499001	0.00125224	0.00694981	0.00720981	0.00813117	0.00289214	0.0189075	0.0149314	0.00716542	0.000699381	0.0050974	0.00543997	0.0129997	0.00288262	0.000919102	0.0115709	0.0168698	0.0357207	0.012094	0.0387378	0.00226373	0.0124998	0.00840838	0.0027489	0.0168708	0.0235586	0.0198578	0.0479295	0.00389343	0.00483896	0.0411023	0.0779997	0.0251705	0.0145721	0.000744311	0.0135435	0.00273408	0.0027017	0.00815181	0.0274291	0.00607598	0.0052406	0.00225806	0.00524323	0.0201909	0.00499431	0.00671784	0.023402	0.0012705	0.0305734	0.00869938	0.000652312	0.0110688	0.0111809	0.914302	1.10284	0.0862617	0.302688	0.688779	1.45184	3.30373	11.5926	1.771786	0.9948545	0.0523037	0.0146416	0.0139509	0.00254927	0.00755863	0.00167181	0.000627916	0.0169351	0.00841159	0.00760606	0.00233435	0.00821311	0.00236143	0.00500042	0.000246152	0.00276237	0.00937322	0.000680758	0.00608527	0.00846602	0.00602613	0.00157325	0.00507355	0.00333897	0.00284933	0.00105432	0.00338439	0.00679659	0.0344828	0.00688502	0.00340353	0.000532804	0.00133707	0.0074206	0.00769822	0.00868199	0.00308806	0.0201883	0.0159429	0.00765082	0.000746758	0.00544271	0.00580848	0.0138803	0.00307789	0.000981363	0.0123547	0.0180126	0.0381405	0.0129132	0.0413619	0.00241708	0.0133466	0.00897799	0.00293512	0.0180137	0.0251545	0.021203	0.0511763	0.00415718	0.00516676	0.0438866	0.0832835	0.0268756	0.0155592	0.000794732	0.014461	0.00291929	0.00288472	0.00870403	0.0292872	0.00648758	0.0055956	0.00241103	0.00559842	0.0215586	0.00533264	0.00717292	0.0249873	0.00135656	0.0326445	0.00928869	0.0006965	0.0118186	0.0119383	0.9365559
324	-926.6061	-1069.793	143.187	0.0391741	0.0212363	0.0159229	0.00536552	0.00179759	0.00186949	0.00138966	0.00481441	0.00960057	0.0109634	0.00244693	0.00876698	0.00136454	0.00426684	0.000983064	0.00438452	0.0115591	0.000977407	0.0096933	0.000709249	0.00382839	0.00179563	0.00234675	0.00228421	0.00166932	0.00183585	0.00397817	0.00466028	0.0375377	0.00441753	0.00353084	0.00235902	2.80025e-05	0.011342	0.00380054	0.019147	0.00205937	0.010615	0.0177652	0.00411851	0.00604405	0.0111833	0.00570414	0.0146297	0.00125873	0.00112179	0.0287848	0.0347223	0.025801	0.00101645	0.0494127	0.000995557	0.0137669	0.017895	0.00334999	0.0337037	0.0183386	0.0134792	0.0267977	0.00625028	0.00406019	0.0589193	0.0826793	0.0244147	0.0412634	0.000983279	0.00398756	0.00547482	0.0027916	0.0044459	0.0363668	0.0100264	0.00590157	0.0019052	0.00666073	0.010059	0.00860133	0.0107899	0.0045691	0.00296495	0.0472748	0.00096783	0.00161131	0.004704	0.0198795	0.816223	1.22053	0.0988611	0.323498	0.703216	1.42204	3.09121	10.1152	1.67321	0.8024915	0.038711	0.0209852	0.0157346	0.00530209	0.00177634	0.00184739	0.00137323	0.00475749	0.00948707	0.0108338	0.00241801	0.00866333	0.00134841	0.0042164	0.000971442	0.00433269	0.0114225	0.000965852	0.0095787	0.000700865	0.00378313	0.00177441	0.002319	0.00225721	0.00164958	0.00181415	0.00393114	0.00460518	0.0370939	0.0043653	0.0034891	0.00233114	2.76714e-05	0.011208	0.00375561	0.0189207	0.00203502	0.0104895	0.0175551	0.00406982	0.00597259	0.011051	0.00563671	0.0144567	0.00124385	0.00110853	0.0284445	0.0343118	0.025496	0.00100444	0.0488285	0.000983787	0.0136041	0.0176834	0.00331039	0.0333052	0.0181218	0.0133199	0.0264809	0.00617639	0.00401219	0.0582228	0.0817018	0.024126	0.0407756	0.000971655	0.00394042	0.00541009	0.0027586	0.00439334	0.0359369	0.00990784	0.0058318	0.00188268	0.00658198	0.00994012	0.00849964	0.0106624	0.00451508	0.0029299	0.0467159	0.000956388	0.00159226	0.00464838	0.0196445	1.011964
